t / s;&j / arb.u;&w / 1/s;t / s;M / arb.u
33,18;-0,07;-0,7;33,18;-3,071
33,23;-0,11;-0,9;33,23;-3,071
33,28;-0,16;-1;33,28;-3,071
33,33;-0,21;-1,1;33,33;-3,071
33,38;-0,27;-1,2;33,38;-3,071
33,43;-0,33;-1,3;33,43;-3,071
33,48;-0,4;-1,4;33,48;-3,071
33,53;-0,48;-1,5;33,53;-3,071
33,58;-0,55;-1,5;33,58;-3,071
33,63;-0,62;-1,5;33,63;-3,071
33,68;-0,7;-1,5;33,68;-3,071
33,73;-0,78;-1,5;33,73;-3,071
33,78;-0,85;-1,4;33,78;-3,071
33,83;-0,92;-1,2;33,83;-3,071
33,88;-0,97;-1,1;33,88;-3,071
33,93;-1,02;-1;33,93;-3,071
33,98;-1,07;-0,8;33,98;-3,071
34,03;-1,11;-0,8;34,03;-3,071
34,08;-1,14;-0,7;34,08;-3,071
34,13;-1,18;-0,7;34,13;-3,071
34,18;-1,21;-0,7;34,18;-3,071
34,23;-1,25;-0,7;34,23;-3,071
34,28;-1,28;-0,7;34,28;-3,071
34,33;-1,31;-0,6;34,33;-3,071
34,38;-1,34;-0,5;34,38;-3,071
34,43;-1,36;-0,4;34,43;-3,071
34,48;-1,38;-0,3;34,48;-3,071
34,53;-1,4;-0,3;34,53;-3,071
34,58;-1,41;-0,3;34,58;-3,071
34,63;-1,42;-0,3;34,63;-3,071
34,68;-1,44;-0,2;34,68;-3,071
34,73;-1,44;0;34,73;-3,071
34,78;-1,44;0;34,78;-3,071
34,83;-1,44;0;34,83;-3,071
34,88;-1,44;0;34,88;-3,071
34,93;-1,44;0;34,93;-3,071
34,98;-1,44;0;34,98;-3,071
35,03;-1,44;0;35,03;-3,071
35,08;-1,44;0;35,08;-3,071
35,13;-1,44;0;35,13;-3,071
35,18;-1,44;0;35,18;-3,071
35,23;-1,44;0;35,23;-3,071
35,28;-1,44;0;35,28;-3,071
35,33;-1,44;0;35,33;-3,071
35,38;-1,44;0;35,38;-3,071
35,43;-1,44;0;35,43;-3,071
35,48;-1,44;0;35,48;-3,071
35,53;-1,44;0,4;35,53;-3,071
35,58;-1,4;1;35,58;-3,071
35,63;-1,33;1,8;35,63;-3,071
35,68;-1,23;2,4;35,68;-3,071
35,73;-1,09;3;35,73;-3,071
35,78;-0,92;3,6;35,78;-3,071
35,83;-0,73;4;35,83;-3,071
35,88;-0,52;4,3;35,88;-3,071
35,93;-0,31;4,3;35,93;-3,071
35,98;-0,09;4,3;35,98;-3,071
36,03;0,12;4,2;36,03;-3,071
36,08;0,33;4,1;36,08;-3,071
36,13;0,54;4;36,13;-3,071
36,18;0,74;3,8;36,18;-3,071
36,23;0,92;3,5;36,23;-3,071
36,28;1,08;2,9;36,28;-3,071
36,33;1,21;2,3;36,33;-3,071
36,38;1,31;1,5;36,38;-3,071
36,43;1,36;0,8;36,43;-3,071
36,48;1,39;0,1;36,48;-3,071
36,53;1,37;-0,7;36,53;-3,071
36,58;1,32;-1,5;36,58;-3,071
36,63;1,22;-2,2;36,63;-3,071
36,68;1,1;-2,7;36,68;-3,071
36,73;0,95;-3,2;36,73;-3,071
36,78;0,78;-3,5;36,78;-3,071
36,83;0,6;-3,7;36,83;-3,071
36,88;0,41;-3,7;36,88;-3,071
36,93;0,22;-3,8;36,93;-3,071
36,98;0,04;-3,7;36,98;-3,071
37,03;-0,14;-3,6;37,03;-3,071
37,08;-0,32;-3,5;37,08;-3,071
37,13;-0,49;-3,3;37,13;-3,071
37,18;-0,65;-3;37,18;-3,071
37,23;-0,79;-2,5;37,23;-3,071
37,28;-0,9;-2;37,28;-3,071
37,33;-0,99;-1,5;37,33;-3,071
37,38;-1,05;-0,9;37,38;-3,071
37,43;-1,08;-0,3;37,43;-3,071
37,48;-1,08;0,2;37,48;-3,071
37,53;-1,06;0,8;37,53;-3,071
37,58;-1;1,4;37,58;-3,071
37,63;-0,91;1,9;37,63;-3,071
37,68;-0,81;2,3;37,68;-3,071
37,73;-0,68;2,7;37,73;-3,071
37,78;-0,54;3;37,78;-3,071
37,83;-0,39;3,1;37,83;-3,071
37,88;-0,22;3,2;37,88;-3,071
37,93;-0,07;3,2;37,93;-3,071
37,98;0,1;3,1;37,98;-3,071
38,03;0,25;3;38,03;-3,071
38,08;0,4;2,9;38,08;-3,071
38,13;0,54;2,8;38,13;-3,071
38,18;0,67;2,5;38,18;-3,071
38,23;0,79;2,1;38,23;-3,071
38,28;0,88;1,7;38,28;-3,071
38,33;0,95;1,2;38,33;-3,071
38,38;1;0,7;38,38;-3,071
38,43;1,02;0,1;38,43;-3,071
38,48;1,01;-0,5;38,48;-3,071
38,53;0,97;-1;38,53;-3,071
38,58;0,91;-1,4;38,58;-3,071
38,63;0,83;-1,8;38,63;-3,071
38,68;0,73;-2,2;38,68;-3,071
38,73;0,61;-2,5;38,73;-3,071
38,78;0,48;-2,6;38,78;-3,071
38,83;0,34;-2,7;38,83;-3,071
38,88;0,21;-2,7;38,88;-3,071
38,93;0,07;-2,7;38,93;-3,071
38,98;-0,06;-2,7;38,98;-3,071
39,03;-0,2;-2,6;39,03;-3,071
39,08;-0,33;-2,5;39,08;-3,071
39,13;-0,45;-2,3;39,13;-3,071
39,18;-0,55;-2;39,18;-3,071
39,23;-0,64;-1,6;39,23;-3,071
39,28;-0,71;-1,2;39,28;-3,071
39,33;-0,77;-0,8;39,33;-3,071
39,38;-0,8;-0,4;39,38;-3,071
39,43;-0,81;0;39,43;-3,071
39,48;-0,79;0,4;39,48;-3,071
39,53;-0,76;0,9;39,53;-3,071
39,58;-0,71;1,2;39,58;-3,071
39,63;-0,64;1,6;39,63;-3,071
39,68;-0,55;1,9;39,68;-3,071
39,73;-0,45;2,1;39,73;-3,071
39,78;-0,34;2,2;39,78;-3,071
39,83;-0,22;2,3;39,83;-3,071
39,88;-0,1;2,3;39,88;-3,071
39,93;0,01;2,3;39,93;-3,071
39,98;0,13;2,3;39,98;-3,071
40,03;0,24;2,2;40,03;-3,071
40,08;0,35;2,1;40,08;-3,071
40,13;0,45;1,8;40,13;-3,071
40,18;0,53;1,6;40,18;-3,071
40,23;0,61;1,4;40,23;-3,071
40,28;0,67;1;40,28;-3,071
40,33;0,71;0,7;40,33;-3,071
40,38;0,74;0,3;40,38;-3,071
40,43;0,74;-0,1;40,43;-3,071
40,48;0,73;-0,5;40,48;-3,071
40,53;0,69;-0,8;40,53;-3,071
40,58;0,64;-1,1;40,58;-3,071
40,63;0,59;-1,4;40,63;-3,071
40,68;0,51;-1,7;40,68;-3,071
40,73;0,42;-1,8;40,73;-3,071
40,78;0,32;-1,9;40,78;-3,071
40,83;0,22;-2;40,83;-3,071
40,88;0,12;-2;40,88;-3,071
40,93;0,03;-2;40,93;-3,071
40,98;-0,07;-2;40,98;-3,071
41,03;-0,17;-1,9;41,03;-3,071
41,08;-0,26;-1,7;41,08;-3,071
41,13;-0,35;-1,6;41,13;-3,071
41,18;-0,42;-1,4;41,18;-3,071
41,23;-0,48;-1,1;41,23;-3,071
41,28;-0,53;-0,8;41,28;-3,071
41,33;-0,57;-0,5;41,33;-3,071
41,38;-0,59;-0,2;41,38;-3,071
41,43;-0,59;0,1;41,43;-3,071
41,48;-0,58;0,4;41,48;-3,071
41,53;-0,55;0,7;41,53;-3,071
41,58;-0,51;1;41,58;-3,071
41,63;-0,45;1,2;41,63;-3,071
41,68;-0,39;1,4;41,68;-3,071
41,73;-0,31;1,6;41,73;-3,071
41,78;-0,23;1,7;41,78;-3,071
41,83;-0,14;1,7;41,83;-3,071
41,88;-0,06;1,7;41,88;-3,071
41,93;0,03;1,7;41,93;-3,071
41,98;0,11;1,6;41,98;-3,071
42,03;0,19;1,6;42,03;-3,071
42,08;0,27;1,5;42,08;-3,071
42,13;0,34;1,3;42,13;-3,071
42,18;0,4;1,1;42,18;-3,071
42,23;0,45;0,9;42,23;-3,071
42,28;0,49;0,7;42,28;-3,071
42,33;0,52;0,4;42,33;-3,071
42,38;0,53;0,2;42,38;-3,071
42,43;0,54;0;42,43;-3,071
42,48;0,53;-0,3;42,48;-3,071
42,53;0,51;-0,6;42,53;-3,071
42,58;0,47;-0,9;42,58;-3,071
42,63;0,42;-1;42,63;-3,071
42,68;0,37;-1,1;42,68;-3,071
42,73;0,31;-1,3;42,73;-3,071
42,78;0,24;-1,4;42,78;-3,071
42,83;0,16;-1,5;42,83;-3,071
42,88;0,09;-1,5;42,88;-3,071
42,93;0,02;-1,5;42,93;-3,071
42,98;-0,06;-1,4;42,98;-3,071
43,03;-0,12;-1,4;43,03;-3,071
43,08;-0,19;-1,3;43,08;-3,071
43,13;-0,25;-1,1;43,13;-3,071
43,18;-0,31;-1;43,18;-3,071
43,23;-0,35;-0,8;43,23;-3,071
43,28;-0,38;-0,6;43,28;-3,071
43,33;-0,41;-0,3;43,33;-3,071
43,38;-0,42;-0,1;43,38;-3,071
43,43;-0,42;0;43,43;-3,071
43,48;-0,42;0,3;43,48;-3,071
43,53;-0,4;0,5;43,53;-3,071
43,58;-0,36;0,7;43,58;-3,071
43,63;-0,32;0,9;43,63;-3,071
43,68;-0,28;1;43,68;-3,071
43,73;-0,23;1,1;43,73;-3,071
43,78;-0,17;1,2;43,78;-3,071
43,83;-0,1;1,2;43,83;-3,071
43,88;-0,04;1,3;43,88;-3,071
43,93;0,02;1,2;43,93;-3,071
43,98;0,08;1,2;43,98;-3,071
44,03;0,14;1,1;44,03;-3,071
44,08;0,2;1,1;44,08;-3,071
44,13;0,25;1;44,13;-3,071
44,18;0,29;0,8;44,18;-3,071
44,23;0,33;0,7;44,23;-3,071
44,28;0,36;0,5;44,28;-3,071
44,33;0,38;0,3;44,33;-3,071
44,38;0,39;0,1;44,38;-3,071
44,43;0,39;-0,1;44,43;-3,071
44,48;0,38;-0,2;44,48;-3,071
44,53;0,37;-0,4;44,53;-3,071
44,58;0,35;-0,6;44,58;-3,071
44,63;0,31;-0,8;44,63;-3,071
44,68;0,27;-0,9;44,68;-3,071
44,73;0,22;-0,9;44,73;-3,071
44,78;0,18;-1;44,78;-3,071
44,83;0,13;-1,1;44,83;-3,071
44,88;0,07;-1,1;44,88;-3,071
44,93;0,02;-1,1;44,93;-3,071
44,98;-0,03;-1,1;44,98;-3,071
45,03;-0,09;-1;45,03;-3,071
45,08;-0,13;-0,9;45,08;-3,071
45,13;-0,18;-0,8;45,13;-3,071
45,18;-0,21;-0,7;45,18;-3,071
45,23;-0,25;-0,6;45,23;-3,071
45,28;-0,27;-0,4;45,28;-3,071
45,33;-0,29;-0,3;45,33;-3,071
45,38;-0,3;-0,1;45,38;-3,071
45,43;-0,3;0;45,43;-3,071
45,48;-0,3;0,2;45,48;-3,071
45,53;-0,28;0,4;45,53;-3,071
45,58;-0,26;0,5;45,58;-3,071
45,63;-0,23;0,6;45,63;-3,071
45,68;-0,2;0,7;45,68;-3,071
45,73;-0,16;0,8;45,73;-3,071
45,78;-0,12;0,9;45,78;-3,071
45,83;-0,07;0,9;45,83;-3,071
45,88;-0,03;0,9;45,88;-3,071
45,93;0,02;0,9;45,93;-3,071
45,98;0,06;0,9;45,98;-3,071
46,03;0,1;0,9;46,03;-3,071
46,08;0,15;0,8;46,08;-3,071
46,13;0,18;0,6;46,13;-3,071
46,18;0,21;0,6;46,18;-3,071
46,23;0,24;0,5;46,23;-3,071
46,28;0,26;0,4;46,28;-3,071
46,33;0,27;0,2;46,33;-3,071
46,38;0,28;0,1;46,38;-3,071
46,43;0,28;0;46,43;-3,071
46,48;0,28;-0,1;46,48;-3,071
46,53;0,27;-0,3;46,53;-3,071
46,58;0,25;-0,4;46,58;-3,071
46,63;0,23;-0,5;46,63;-3,071
46,68;0,2;-0,6;46,68;-3,071
46,73;0,17;-0,6;46,73;-3,071
46,78;0,14;-0,7;46,78;-3,071
46,83;0,1;-0,7;46,83;-3,071
46,88;0,06;-0,8;46,88;-3,071
46,93;0,02;-0,8;46,93;-3,071
46,98;-0,02;-0,8;46,98;-3,071
47,03;-0,05;-0,7;47,03;-3,071
47,08;-0,09;-0,6;47,08;-3,071
47,13;-0,12;-0,6;47,13;-3,071
47,18;-0,14;-0,5;47,18;-3,071
47,23;-0,17;-0,4;47,23;-3,071
47,28;-0,19;-0,3;47,28;-3,071
47,33;-0,2;-0,2;47,33;-3,071
47,38;-0,2;-0,1;47,38;-3,071
47,43;-0,21;0;47,43;-3,071
47,48;-0,21;0,1;47,48;-3,071
47,53;-0,2;0,2;47,53;-3,071
47,58;-0,18;0,4;47,58;-3,071
47,63;-0,16;0,5;47,63;-3,071
47,68;-0,14;0,5;47,68;-3,071
47,73;-0,11;0,5;47,73;-3,071
47,78;-0,08;0,6;47,78;-3,071
47,83;-0,05;0,6;47,83;-3,071
47,88;-0,02;0,6;47,88;-3,071
47,93;0,01;0,7;47,93;-3,071
47,98;0,04;0,7;47,98;-3,071
48,03;0,08;0,6;48,03;-3,071
48,08;0,1;0,5;48,08;-3,071
48,13;0,13;0,5;48,13;-3,071
48,18;0,15;0,4;48,18;-3,071
48,23;0,17;0,3;48,23;-3,071
48,28;0,19;0,3;48,28;-3,071
48,33;0,2;0,1;48,33;-3,071
48,38;0,2;0,1;48,38;-3,071
48,43;0,2;0;48,43;-3,071
48,48;0,2;-0,1;48,48;-3,071
48,53;0,2;-0,2;48,53;-3,071
48,58;0,18;-0,3;48,58;-3,071
48,63;0,16;-0,3;48,63;-3,071
48,68;0,15;-0,4;48,68;-3,071
48,73;0,13;-0,5;48,73;-3,071
48,78;0,1;-0,5;48,78;-3,071
48,83;0,08;-0,5;48,83;-3,071
48,88;0,05;-0,5;48,88;-3,071
48,93;0,02;-0,5;48,93;-3,071
48,98;0;-0,5;48,98;-3,071
49,03;-0,03;-0,5;49,03;-3,071
49,08;-0,05;-0,5;49,08;-3,071
49,13;-0,08;-0,4;49,13;-3,071
49,18;-0,1;-0,3;49,18;-3,071
49,23;-0,11;-0,3;49,23;-3,071
49,28;-0,12;-0,2;49,28;-3,071
49,33;-0,13;-0,2;49,33;-3,071
49,38;-0,14;-0,1;49,38;-3,071
49,43;-0,14;0;49,43;-3,071
49,48;-0,14;0;49,48;-3,071
49,53;-0,13;0,1;49,53;-3,071
49,58;-0,13;0,2;49,58;-3,071
49,63;-0,11;0,3;49,63;-3,071
49,68;-0,09;0,4;49,68;-3,071
49,73;-0,08;0,4;49,73;-3,071
49,78;-0,06;0,4;49,78;-3,071
49,83;-0,04;0,4;49,83;-3,071
49,88;-0,01;0,5;49,88;-3,071
49,93;0,01;0,5;49,93;-3,071
49,98;0,03;0,4;49,98;-3,071
50,03;0,05;0,4;50,03;-3,071
50,08;0,07;0,4;50,08;-3,071
50,13;0,09;0,4;50,13;-3,071
50,18;0,11;0,3;50,18;-3,071
50,23;0,12;0,2;50,23;-3,071
50,28;0,13;0,2;50,28;-3,071
50,33;0,14;0,1;50,33;-3,071
50,38;0,14;0,1;50,38;-3,071
50,43;0,14;0;50,43;-3,071
50,48;0,14;-0,1;50,48;-3,071
50,53;0,14;-0,1;50,53;-3,071
50,58;0,13;-0,2;50,58;-3,071
50,63;0,12;-0,3;50,63;-3,071
50,68;0,11;-0,3;50,68;-3,071
50,73;0,09;-0,3;50,73;-3,071
50,78;0,08;-0,3;50,78;-3,071
50,83;0,06;-0,3;50,83;-3,071
50,88;0,04;-0,4;50,88;-3,071
50,93;0,02;-0,4;50,93;-3,071
50,98;0;-0,4;50,98;-3,071
51,03;-0,01;-0,4;51,03;-3,071
51,08;-0,03;-0,3;51,08;-3,071
51,13;-0,04;-0,3;51,13;-3,071
51,18;-0,06;-0,2;51,18;-3,071
51,23;-0,07;-0,2;51,23;-3,071
51,28;-0,08;-0,2;51,28;-3,071
51,33;-0,08;-0,1;51,33;-3,071
51,38;-0,09;0;51,38;-3,071
51,43;-0,09;0;51,43;-3,071
51,48;-0,09;0;51,48;-3,071
51,53;-0,09;0,1;51,53;-3,071
51,58;-0,08;0,1;51,58;-3,071
51,63;-0,07;0,2;51,63;-3,071
51,68;-0,06;0,3;51,68;-3,071
51,73;-0,05;0,2;51,73;-3,071
51,78;-0,04;0,3;51,78;-3,071
51,83;-0,02;0,3;51,83;-3,071
51,88;-0,01;0,3;51,88;-3,071
51,93;0,01;0,3;51,93;-3,071
51,98;0,02;0,3;51,98;-3,071
52,03;0,04;0,3;52,03;-3,071
52,08;0,06;0,3;52,08;-3,071
52,13;0,07;0,2;52,13;-3,071
52,18;0,07;0,2;52,18;-3,071
52,23;0,09;0,2;52,23;-3,071
52,28;0,09;0,1;52,28;-3,071
52,33;0,1;0,1;52,33;-3,071
52,38;0,1;0,1;52,38;-3,071
52,43;0,1;0;52,43;-3,071
52,48;0,1;0;52,48;-3,071
52,53;0,1;-0,1;52,53;-3,071
52,58;0,09;-0,1;52,58;-3,071
52,63;0,08;-0,1;52,63;-3,071
52,68;0,08;-0,1;52,68;-3,071
52,73;0,07;-0,2;52,73;-3,071
52,78;0,06;-0,2;52,78;-3,071
52,83;0,05;-0,2;52,83;-3,071
52,88;0,03;-0,2;52,88;-3,071
52,93;0,02;-0,3;52,93;-3,071
52,98;0,01;-0,3;52,98;-3,071
53,03;0;-0,2;53,03;-3,071
53,08;-0,01;-0,2;53,08;-3,071
53,13;-0,02;-0,2;53,13;-3,071
53,18;-0,03;-0,2;53,18;-3,071
53,23;-0,04;-0,1;53,23;-3,071
53,28;-0,05;-0,1;53,28;-3,071
53,33;-0,05;-0,1;53,33;-3,071
53,38;-0,05;-0,1;53,38;-3,071
53,43;-0,05;0;53,43;-3,071
53,48;-0,06;0,1;53,48;-3,071
53,53;-0,05;0,1;53,53;-3,071
53,58;-0,05;0,1;53,58;-3,071
53,63;-0,04;0,1;53,63;-3,071
53,68;-0,04;0,1;53,68;-3,071
53,73;-0,03;0,2;53,73;-3,071
53,78;-0,02;0,2;53,78;-3,071
53,83;-0,01;0,2;53,83;-3,071
53,88;0;0,2;53,88;-3,071
53,93;0,01;0,2;53,93;-3,071
53,98;0,02;0,2;53,98;-3,071
54,03;0,03;0,2;54,03;-3,071
54,08;0,04;0,2;54,08;-3,071
54,13;0,05;0,2;54,13;-3,071
54,18;0,05;0,1;54,18;-3,071
54,23;0,06;0,1;54,23;-3,071
54,28;0,06;0,1;54,28;-3,071
54,33;0,07;0;54,33;-3,071
54,38;0,07;0;54,38;-3,071
54,43;0,07;0;54,43;-3,071
54,48;0,07;0;54,48;-3,071
54,53;0,07;0;54,53;-3,071
54,58;0,07;-0,1;54,58;-3,071
54,63;0,06;-0,1;54,63;-3,071
54,68;0,05;-0,1;54,68;-3,071
54,73;0,05;-0,1;54,73;-3,071
54,78;0,04;-0,1;54,78;-3,071
54,83;0,04;-0,2;54,83;-3,071
54,88;0,03;-0,2;54,88;-3,071
54,93;0,02;-0,2;54,93;-3,071
54,98;0,01;-0,2;54,98;-3,071
55,03;0;-0,2;55,03;-3,071
55,08;0;-0,1;55,08;-3,071
55,13;0;-0,1;55,13;-3,071
55,18;-0,01;-0,1;55,18;-3,071
55,23;-0,02;-0,1;55,23;-3,071
55,28;-0,02;-0,1;55,28;-3,071
55,33;-0,02;-0,1;55,33;-3,071
55,38;-0,03;0;55,38;-3,071
55,43;-0,02;0;55,43;-3,071
55,48;-0,03;0;55,48;-3,071
55,53;-0,02;0;55,53;-3,071
55,58;-0,03;0;55,58;-3,071
55,63;-0,02;0,1;55,63;-3,071
55,68;-0,02;0,1;55,68;-3,071
55,73;-0,01;0,1;55,73;-3,071
55,78;-0,01;0,1;55,78;-3,071
55,83;0;0,1;55,83;-3,071
55,88;0,01;0,1;55,88;-3,071
55,93;0,01;0,1;55,93;-3,071
55,98;0,02;0,1;55,98;-3,071
56,03;0,02;0,1;56,03;-3,071
56,08;0,03;0,1;56,08;-3,071
56,13;0,04;0,1;56,13;-3,071
56,18;0,04;0,1;56,18;-3,071
56,23;0,04;0;56,23;-3,071
56,28;0,04;0;56,28;-3,071
56,33;0,05;0;56,33;-3,071
56,38;0,05;0;56,38;-3,071
56,43;0,05;0;56,43;-3,071
56,48;0,05;0;56,48;-3,071
56,53;0,05;0;56,53;-3,071
56,58;0,04;0;56,58;-3,071
56,63;0,04;0;56,63;-3,071
56,68;0,04;0;56,68;-3,071
56,73;0,04;-0,1;56,73;-3,071
56,78;0,03;-0,1;56,78;-3,071
56,83;0,03;-0,1;56,83;-3,071
56,88;0,02;-0,1;56,88;-3,071
56,93;0,02;-0,1;56,93;-3,071
56,98;0,01;-0,1;56,98;-3,071
57,03;0,01;-0,1;57,03;-3,071
57,08;0,01;0;57,08;-3,071
57,13;0,01;-0,1;57,13;-3,071
57,18;0;-0,1;57,18;-3,071
57,23;0;-0,1;57,23;-3,071
57,28;-0,01;0;57,28;-3,071
57,33;-0,01;0;57,33;-3,071
57,38;-0,01;0;57,38;-3,071
57,43;0;0;57,43;-3,071
57,48;-0,01;0;57,48;-3,071
57,53;-0,01;0;57,53;-3,071
57,58;-0,01;0;57,58;-3,071
57,63;-0,01;0,1;57,63;-3,071
57,68;0;0,1;57,68;-3,071
57,73;0;0;57,73;-3,071
57,78;0;0;57,78;-3,071
57,83;0,01;0,1;57,83;-3,071
57,88;0,01;0,1;57,88;-3,071
57,93;0,01;0;57,93;-3,071
57,98;0,01;0,1;57,98;-3,071
58,03;0,02;0,1;58,03;-3,071
58,08;0,02;0;58,08;-3,071
58,13;0,03;0;58,13;-3,071
58,18;0,03;0;58,18;-3,071
58,23;0,03;0;58,23;-3,071
58,28;0,03;0;58,28;-3,071
58,33;0,03;0;58,33;-3,071
58,38;0,03;0;58,38;-3,071
58,43;0,03;0;58,43;-3,071
58,48;0,03;0;58,48;-3,071
58,53;0,03;0;58,53;-3,071
58,58;0,03;0;58,58;-3,071
58,63;0,03;-0,1;58,63;-3,071
58,68;0,03;-0,1;58,68;-3,071
58,73;0,03;-0,1;58,73;-3,071
58,78;0,02;-0,1;58,78;-3,071
58,83;0,02;0;58,83;-3,071
58,88;0,02;0;58,88;-3,071
58,93;0,02;0;58,93;-3,071
58,98;0,02;0;58,98;-3,071
59,03;0,02;-0,1;59,03;-3,071
59,08;0,01;-0,1;59,08;-3,071
59,13;0,01;0;59,13;-3,071
59,18;0,01;0;59,18;-3,071
59,23;0,01;0;59,23;-3,071
59,28;0,01;0;59,28;-3,071
59,33;0,01;0;59,33;-3,071
59,38;0,01;0;59,38;-3,071
59,43;0,01;0;59,43;-3,071
59,48;0;0;59,48;-3,071
59,53;0,01;0;59,53;-3,071
59,58;0,01;0;59,58;-3,071
59,63;0,01;0;59,63;-3,071
59,68;0,01;0;59,68;-3,071
59,73;0,01;0;59,73;-3,071
59,78;0,01;0;59,78;-3,071
59,83;0,01;0;59,83;-3,071
59,88;0,01;0;59,88;-3,071
59,93;0,01;0;59,93;-3,071
59,98;0,02;0,1;59,98;-3,071
60,03;0,02;0;60,03;-3,071
60,08;0,02;0;60,08;-3,071
60,13;0,02;0;60,13;-3,071
60,18;0,02;0;60,18;-3,071
60,23;0,02;0;60,23;-3,071
60,28;0,02;0;60,28;-3,071
60,33;0,02;0;60,33;-3,071
60,38;0,02;0;60,38;-3,071
60,43;0,02;0;60,43;-3,071
60,48;0,02;0;60,48;-3,071
60,53;0,02;0;60,53;-3,071
60,58;0,02;0;60,58;-3,071
60,63;0,02;0;60,63;-3,071
60,68;0,02;0;60,68;-3,071
60,73;0,02;0;60,73;-3,071
60,78;0,02;0;60,78;-3,071
60,83;0,02;0;60,83;-3,071
60,88;0,02;0;60,88;-3,071
60,93;0,02;0;60,93;-3,071
60,98;0,01;0;60,98;-3,071
61,03;0,01;0;61,03;-3,071
61,08;0,02;0;61,08;-3,071
61,13;0,02;0;61,13;-3,071
61,18;0,01;0;61,18;-3,071
61,23;0,02;0;61,23;-3,071
61,28;0,01;0;61,28;-3,071
61,33;0,01;0;61,33;-3,071
61,38;0,01;0;61,38;-3,071
61,43;0,02;0;61,43;-3,071
61,48;0,01;0;61,48;-3,071
61,53;0,01;0;61,53;-3,071
61,58;0,01;0;61,58;-3,071
61,63;0,01;0;61,63;-3,071
61,68;0,01;0,1;61,68;-3,071
61,73;0,02;0;61,73;-3,071
61,78;0,01;0;61,78;-3,071
61,83;0,02;0;61,83;-3,071
61,88;0,02;0;61,88;-3,071
61,93;0,02;0;61,93;-3,071
61,98;0,01;0;61,98;-3,071
62,03;0,01;0;62,03;-3,071
62,08;0,01;0;62,08;-3,071
62,13;0,01;0;62,13;-3,071
62,18;0,02;0;62,18;-3,071
62,23;0,02;0;62,23;-3,071
62,28;0,01;0;62,28;-3,071
62,33;0,02;0;62,33;-3,071
62,38;0,01;0;62,38;-3,071
62,43;0,01;0;62,43;-3,071
62,48;0,01;0;62,48;-3,071
62,53;0,02;0;62,53;-3,071
62,58;0,02;0;62,58;-3,071
62,63;0,02;0;62,63;-3,071
62,68;0,01;0;62,68;-3,071
62,73;0,02;0;62,73;-3,071
62,78;0,01;0;62,78;-3,071
62,83;0,01;0;62,83;-3,071
62,88;0,01;0;62,88;-3,071
62,93;0,01;0;62,93;-3,071
62,98;0,01;0;62,98;-3,071
63,03;0,02;0;63,03;-3,071
63,08;0,02;0;63,08;-3,071
63,13;0,02;0;63,13;-3,071
63,18;0,01;0;63,18;-3,071
63,23;0,02;0;63,23;-3,071
63,28;0,01;0;63,28;-3,071
63,33;0,02;0;63,33;-3,071
63,38;0,01;0;63,38;-3,071
63,43;0,02;0;63,43;-3,071
63,48;0,02;0;63,48;-3,071
63,53;0,02;0;63,53;-3,071
63,58;0,01;0;63,58;-3,071
63,63;0,01;0;63,63;-3,071
63,68;0,01;0;63,68;-3,071
63,73;0,01;0;63,73;-3,071
63,78;0,02;0;63,78;-3,071
63,83;0,02;0;63,83;-3,071
63,88;0,01;0;63,88;-3,071
63,93;0,02;0;63,93;-3,071
63,98;0,02;0;63,98;-3,071
64,03;0,02;0;64,03;-3,071
64,08;0,01;0;64,08;-3,071
64,13;0,01;0;64,13;-3,071
64,18;0,01;0;64,18;-3,071
64,23;0,02;0;64,23;-3,071
64,28;0,01;0;64,28;-3,071
64,33;0,02;0;64,33;-3,071
64,38;0,01;0;64,38;-3,071
64,43;0,01;0;64,43;-3,071
64,48;0,01;0;64,48;-3,071
64,53;0,01;0,1;64,53;-3,071
64,58;0,02;0;64,58;-3,071
64,63;0,02;0;64,63;-3,071
64,68;0,01;0;64,68;-3,071
64,73;0,01;0;64,73;-3,071
64,78;0,01;0;64,78;-3,071
64,83;0,01;0;64,83;-3,071
64,88;0,01;0;64,88;-3,071
64,93;0,02;0;64,93;-3,071
64,98;0,02;0;64,98;-3,071
65,03;0,02;0;65,03;-3,071
65,08;0,01;0;65,08;-3,071
65,13;0,02;0;65,13;-3,071
65,18;0,01;0;65,18;-3,071
65,23;0,02;0;65,23;-3,071
65,28;0,01;0;65,28;-3,071
65,33;0,02;0;65,33;-3,071
65,38;0,01;0;65,38;-3,071
65,43;0,02;0;65,43;-3,071
65,48;0,02;0;65,48;-3,071
65,53;0,02;0;65,53;-3,071
65,58;0,01;0;65,58;-3,071
65,63;0,01;0;65,63;-3,071
65,68;0,02;0;65,68;-3,071
65,73;0,02;0;65,73;-3,071
65,78;0,01;0;65,78;-3,071
65,83;0,02;0;65,83;-3,071
65,88;0,02;0;65,88;-3,071
65,93;0,02;0;65,93;-3,071
65,98;0,01;0;65,98;-3,071
66,03;0,01;0;66,03;-3,071
66,08;0,01;0;66,08;-3,071
66,13;0,02;0;66,13;-3,071
66,18;0,01;0;66,18;-3,071
66,23;0,02;0;66,23;-3,071
66,28;0,01;0;66,28;-3,071
66,33;0,02;0;66,33;-3,071
66,38;0,01;0;66,38;-3,071
66,43;0,01;0;66,43;-3,071
66,48;0,01;0;66,48;-3,071
